hal_id,titre,auteurs,annee,type_doc,support,doi,url_hal,url_pdf,mots_cles,resume,score,axes,ia,requetes
hal-01557417,SVF-Net: Learning Deformable Image Registration Using Shape Matching,Marc-Michel Rohé; Manasi Datar; Tobias Heimann; Maxime Sermesant; Xavier Pennec,2017,COMM,MICCAI 2017 - the 20th International Conference on Medical Image Computing and Computer Assisted Intervention,10.1007/978-3-319-66182-7_31,https://inria.hal.science/hal-01557417v1,https://inria.hal.science/hal-01557417/document,"Registration, Cardiac Imaging, Deep Learning","In this paper, we propose an innovative approach for registration based on the deterministic prediction of the parameters from both images instead of the optimization of a energy criteria. The method relies on a fully convolutional network whose architecture consists of contracting layers to detect relevant features and a symmetric expanding path that matches them together and outputs the transformation parametriza-tion. Whereas convolutional networks have seen a widespread expansion and have been already applied to many medical imaging problems such as segmentation and classification, its app",5,"carbone, energie, methodo",True,(training OR inference) AND (GPU OR TPU)
hal-01365230,Enabling Green Energy awareness in Interactive Cloud Application,Md Sabbir Hasan; Frederico Alvares de Oliveira; Thomas Ledoux; Jean-Louis Pazat,2016,COMM,CloudCom 2016: IEEE International Conference on Cloud Computing Technology and Science,10.1109/CloudCom.2016.0071,https://inria.hal.science/hal-01365230v1,https://inria.hal.science/hal-01365230/document,"SaaS Application, Renewable Energy, Index TermsCloud Computing, User Experience, Autonomic computing","With the proliferation of Cloud computing, data centers have to urgently face energy consumption issues. Although recent efforts such as the integration of renewable energy to data centers or energy efficient techniques in (virtual) machines contribute to the reduction of carbon footprint, creating green energy awareness around Interactive Cloud Applications by smartly using the presence of green energy has not been yet addressed. By awareness, we mean the inherited capability of Software-as-a-Service applications to dynamically adapt with the availability of green energy and to reduce energy ",5,"acv, carbone, energie, methodo",False,"(""carbon footprint"" OR ""carbon intensity"
hal-01314070,Beyond CPU: Considering Memory Power Consumption of Software,Hayri Acar; Gülfem Isiklar Alptekin; Jean-Patrick Gelas; Parisa Ghodous,2016,COMM,Smartgreens 2016,,https://hal.science/hal-01314070v1,https://hal.science/hal-01314070/document,"Power consumption, Sustainable Software, Energy Efficiency, Green IT","ICTs (Information and Communication Technologies) are responsible around 2% of worldwide greenhouse gas emissions (Gartner, 2007). And according to the Intergovernmental Panel on Climate Change (IPPC) recent reports, CO2 emissions due to ICTs are increasing widely. For this reason, many works tried to propose various tools to estimate the energy consumption due to software in order to reduce carbon footprint. However, these studies, in the majority of cases, takes into account only the CPU and neglects all others components. Whereas, the trend towards high-density packaging and raised memory i",5,"acv, carbone, energie, methodo",False,"(""carbon footprint"" OR ""carbon intensity"
hal-01288726,Greenslater: On Satisfying Green SLAs in Distributed Clouds,Ahmed Amokrane; Rami Langar; Mohamed Faten Zhani; Raouf Boutaba; Guy Pujolle,2015,ART,IEEE Transactions on Network and Service Management,10.1109/TNSM.2015.2440423,https://hal.sorbonne-universite.fr/hal-01288726v1,,"Virtual data center, Energy efficiency, Distributed cloud, Green SLA","With the massive adoption of cloud-based services, high energy consumption and carbon footprint of cloud infrastruc-tures have become a major concern in the IT industry. Consequently , many governments and IT advisory organizations have urged IT stakeholders (i.e., cloud provider and cloud customers) to embrace green IT and regularly monitor and report their carbon emissions and put in place efficient strategies and techniques to control the environmental impact of their infrastructures and/or applications. Motivated by this growing trend, we investigate, in this paper, how cloud providers can",5,"acv, carbone, energie, methodo",False,"(""carbon footprint"" OR ""carbon intensity"
hal-03213950,Large-Scale Distributed Systems and Energy Efficiency: A holistic view,Jean-Marc Pierson,2015,OUV,,10.1002/9781118981122,https://hal.science/hal-03213950v1,,,"Addresses innovations in technology relating to the energy efficiency of a wide variety of contemporary computer systems and networks With concerns about global energy consumption at an all-time high, improving computer networks energy efficiency is becoming an increasingly important topic. Large-Scale Distributed Systems and Energy Efficiency: A Holistic View addresses innovations in technology relating to the energy efficiency of a wide variety of contemporary computer systems and networks. After an introductory overview of the energy demands of current Information and Communications Technol",5,"acv, carbone, energie, methodo",False,"(""carbon footprint"" OR ""carbon intensity"
cea-05442690,Proof of Concept of a Real-Time Fluid Dynamics Model for Immersive Environments Using Artificial Intelligence,Titouan Laot; Antoine Marchal; Vincent Perrot,2026,COMM,3rd ERCOFTAC Workshop Machine Learning for Fluid Dynamics,,https://cea.hal.science/cea-05442690v1,,,"Real-time simulation of fluid fields remains a major challenge in virtual and augmented reality (VR/AR) applications due to the high computational cost of traditional Computational Fluid Dynamics (CFD) methods. This work presents a proof of concept for a surrogate model based on artificial intelligence methods, capable of dynamically predicting the evolution of a fluid field in response to interactions from operators or equipment in an interactive simulation. The developed model leverages Graph Neural Networks (GNNs), specifically the MeshGraphNet architecture [1]. The model was trained on pre",4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05640385,Current Status and Challenges in Data Collection for Aerospace Coatings Deposited by Plasma Spraying,Lila Randriamananjara; Vincent Rat; Quentin Dubreuil; Patrice Valorge; Simon Goutier; Alain Denoirjean; Olivier Messé; Céline Ruelle,2026,ART,Advanced Engineering Materials,10.1002/adem.202503200,https://hal.science/hal-05640385v1,https://hal.science/hal-05640385/document,"Process monitoring, Sensors, Thermal barrier coatings, Plasma spraying, Data ontology, Data collection, Abradable coatings","The aerospace industry seeks to achieve net-zero carbon emissions by 2050 through innovations such as advanced surface solutions, including abradable and thermal barrier coatings. These coatings, deposited primarily via plasma spraying technologies like atmospheric plasma spraying and suspension plasma spraying, enhance engine efficiency and component longevity. However, the complexity and variability of plasma spraying processes pose significant challenges for consistent coating performance. This article gives an overview of the current state of data collection and ontology for aerospace coat",4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05590405,Optimal Linear Interpolation under Differential Information: application to the prediction of perfect flows,Soumyodeep Mukhopadhyay; Didier Rullière; Rodolphe Le Riche; David Gaudrie; Xavier Bay; Laurent Genest; David Gaudrie,2026,UNDEFINED,,,https://hal.science/hal-05590405v1,https://hal.science/hal-05590405/document,"Physics-informed Machine Learning, Co-Kriging, Constrained Best Linear Unbiased Predictor","Approximation of functions satisfying partial differential equations (PDEs) is paramount for simulation of physical fluid flows and other problems in physics. Recently, physics-informed machine learning approaches have proven useful as a data-driven complement to numerical models for partial differential equations, bringing faster responses and allowing us to capitalize on past observations. However, their efficiency and convergence depend on the availability of vast training datasets. For sparse observations, Gaussian process regression or Kriging has emerged as a powerful interpolation model",4,"energie, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05692463,Left-right asymmetry in predicting brain activity from LLMs’ representations emerges with their formal linguistic competence,Laurent Bonnasse-Gahot; Christophe Pallier,2026,ART,Neurobiology of Language,10.1162/NOL.a.284,https://hal.science/hal-05692463v1,https://hal.science/hal-05692463/document,"FMRI, Phase transition, Syntax, Brain lateralization, Language processing, Training, Large language models","When humans and large language models (LLMs) process the same text, activations in the LLMs correlate with brain activity measured, e.g., with functional magnetic resonance imaging (fMRI). Moreover, it has been shown that, as the training of an LLM progresses, the performance in predicting brain activity from its internal activations improves more in the left hemisphere than in the right one. The aim of the present work is to understand which kind of competence acquired by the LLMs underlies the emergence of this left-right asymmetry. Using the OLMo-2 7B language model at various training chec",4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05597762,"Modeling the mean annual increment (MAI) of Atlas cedar (Cedrus atlantica (Endl.) Manetti ex Carrière) using advanced machine learning algorithms in the Middle Atlas region, Morocco",Youssef Dallahi; Youssef Boussalim; Ishak Hbiak; Simon Taugourdeau; Amal Boujraf; Collins Ashianga Orlando; Mohamed El Imame Malaaini,2026,ART,Modeling Earth Systems and Environment,10.1007/s40808-026-02796-7,https://hal.science/hal-05597762v1,,"Mean annuel increment, Applied statistic, Forestry, Forest ecology, Forestry management, Forêt, Rubisco, Atlas, Cycle du carbone, Gestion des ressources, Maroc, Écosystème forestier","The assessment of Mean Annual Increment (MAI) is crucial for the sustainable management of forest resources. This study aims to develop predictive models of MAI in volume for Atlas cedar (Cedrus atlantica) in the Ain Leuh forest of Morocco's Middle Atlas region using advanced machine learning (ML) techniques. An extensive dataset consisting of 1,921 sample plots obtained from Morocco's National Forest Inventory, including variables such as stand density, total volume, basal area, and MAI. Additional predictor variables included topographic, bioclimatic, soil, remote sensing, and stand structur",4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05596256,Decoding Matters: Efficient Mamba-Based Decoder with Distribution-Aware Deep Supervision for Medical Image Segmentation,Fares Bougourzi; Fadi Dornaika; Abdenour Hadid,2026,UNDEFINED,,10.48550/arXiv.2603.12547,https://hal.science/hal-05596256v1,,"Computer Vision and Pattern Recognition csCV, FOS Computer and information sciences","Deep learning has achieved remarkable success in medical image segmentation, often reaching expert-level accuracy in delineating tumors and tissues. However, most existing approaches remain task-specific, showing strong performance on individual datasets but limited generalization across diverse imaging modalities. Moreover, many methods focus primarily on the encoder, relying on large pretrained backbones that increase computational complexity. In this paper, we propose a decoder-centric approach for generalized 2D medical image segmentation. The proposed Deco-Mamba follows a U-Net-like struc",4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05646915,Toward sustainable and customer-centric reverse logistics: Machine learning-enhanced multi-objective optimization,Elham Jelodari; Olga Battaia,2026,ART,Computers & Industrial Engineering,10.1016/j.cie.2025.111622,https://ucly.hal.science/hal-05646915v1,,"On-time delivery, Multi-period vehicle routing problem, Green vehicle routing problem Green VRP, Hybrid algorithm, Simultaneous pickup and delivery, Respect des délais de livraison, Problème de tournées de véhicules multi-périodes, Problème de tournées de véhicules vert Green VRP, Algorithme hybride, Enlèvements et livraisons simultanés","The rise of e-commerce, coupled with increasing demands for sustainability and customer-oriented logistics, has intensified interest in reverse logistics and time-sensitive delivery planning. This study addresses a green and customer-focused variant of reverse logistics by formulating the Periodic Vehicle Routing Problem with Simultaneous Pickups and Deliveries and Time Windows (PVRPSPDTW). The objective is to jointly minimize logistics costs, CO₂ emissions, and time-window violations. We propose a mixed-integer linear programming model with soft time windows, where small instances are solved ",4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05622218,A deep-learning approach to grain boundary detection in backscattered electron images,Pengru Zhao; Frédéric Sur; Nathalie Gey; Xavier Le Goff; Lionel Germain,2026,ART,Computational Materials Science,10.1016/j.commatsci.2026.114622,https://hal.univ-lorraine.fr/hal-05622218v1,https://hal.univ-lorraine.fr/hal-05622218/document,"Backscattered electron microscopy, Grain detection, Uranium dioxide, Deep learning",Three CNNs were tested for grain boundary detection in SEM-BSE images of UO 2 . • A clDice loss was chosen to improve boundary morphology and topology. • Betti matching error was introduced to assess topological accuracy of predictions. Microstructural characterization is essential in materials property control and optimization. Grains or grain boundaries are traditionally segmented by image analysis on chemically etched surfaces. Etching can be avoided by employing Backscattered Electron (BSE) imaging of Scanning Electron Microscopy (SEM). The drawback is that automated image analysis is much,4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05714597,Machine Learning-Based Delivery Time Prediction for Low-Carbon Food Delivery,Ahmad Almasabi; Mariem Belhor; Omar Alam,2026,COMM,"2026 12th International Conference on Control, Decision and Information Technologies (CoDIT)",10.1109/CoDIT70676.2026.11631139,https://u-picardie.hal.science/hal-05714597v1,,"Delivery Time Prediction, Machine Learning, Sustainable Food Delivery, Low-Carbon Transport, Last Mile Delivery","The increasing demand for online food delivery services has significantly impacted urban logistics, raising critical challenges related to operational efficiency and environmental sustainability. In this context, accurate delivery time prediction plays a key role in improving service quality while supporting the transition toward low-carbon delivery systems. This paper first provides a comprehensive analysis of sustainable and low-carbon delivery modes for urban food distribution. The study then develops and evaluates several machine learning models, namely XGBoost, LightGBM, Gradient Boosting",4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05622738,Improving deep learning explainability by elucidating texture-based learning patterns in medical image segmentation,Saad Abdullah; Md Masum Billah; Victor Armando Canales-Lima; Pragati Manandhar; Lameya Islam; Alexis Gbeckor-Kove; Sarosh Krishan; Hergys Rexha,2026,ART,Biomedical Signal Processing and Control,10.1016/j.bspc.2026.110560,https://hal.science/hal-05622738v1,https://hal.science/hal-05622738/document,"Explainability, Image segmentation, Texture analysis","The black-box nature of deep learning (DL) models presents a significant challenge for their adoption in clinical settings. The field of explainable artificial intelligence (XAI) has emerged to improve the transparency and interpretability of models. However, current techniques do not adequately describe the reasoning underpinning DL models. This study replicates and extends previous research on the use of texture analysis to improve interpretability in clinically geared segmentation tasks. We evaluate Law's Texture Energy Measures (LTEMs) in the learning and decision-making processes of diffe",4,"energie, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05619927,Shapley Regression for Rare Disease Diagnosis Support: a case study on APDS,Safa Alsaidi; Tomás Brogueira; Nizar Mahlaoui; Marc Vincent; Guilherme Pelegrina; Nicolas Garcelon; Adrien Coulet; Miguel Couceiro,2026,COMM,IJCAI 2026 - International Joint Conference on Artificial Intelligence,10.48550/arXiv.2605.08897,https://inria.hal.science/hal-05619927v1,https://inria.hal.science/hal-05619927/document,"Explainable AI, Decision support, Rare disease, Artificial Intelligence csAI, Machine Learning csLG","Activated PI3K8 Syndrome (APDS) is a rare genetic immune disorder caused by variants in PIK3CD or PIK3R1, with highly heterogeneous symptoms that often delay diagnosis. Early recognition is hampered by overlapping clinical presentations and limited clinician awareness, motivating systematic, data-driven approaches to detect APDS-associated phenotypic patterns in routine electronic health records. Traditional linear scoring systems cannot capture complex symptom interactions, while deep learning models, though expressive, often lack interpretability. To bridge this gap, we propose Shapley regre",4,"energie, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05731528,Carbon Tariffs and Macroeconomic Adjustment in Emerging Markets: The Role of Exchange Rate Regimes,Ilias Chiboub; Hicham Sadok,2026,UNDEFINED,,10.2139/ssrn.7037458,https://hal.science/hal-05731528v1,,,"Unilateral carbon tariffs pose severe macroeconomic challenges to emerging market economies. We develop a repeated game-theoretic model featuring multidimensional policy strategies and macro-financial constraints governed by exchange rate regimes to study how emerging markets respond to foreign carbon tariffs. Our theoretical model demonstrates that exchange rate regimes critically shape these strategic incentives. In corner solutions, fixed regimes incentivize the unilateral adoption of domestic carbon pricing and weaken the credibility of trade retaliation, whereas floating regimes undermine",4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05642432,GW240925 and GW250207: Astrophysical Calibration of Gravitational-wave Detectors,A.G Abac; I Abouelfettouh; F Acernese; K Ackley; A Adam; C Adamcewicz; S Adhicary; D Adhikari,2026,ART,Phys.Rev.Lett.,10.1103/gzrj-mwv3,https://hal.science/hal-05642432v1,https://hal.science/hal-05642432/document,"High Energy Astrophysical Phenomena, Instrumentation and Methods for Astrophysics, General Relativity and Quantum Cosmology, And Gravitation, Astrophysics, Cosmology","GW240925 and GW250207 are two loud gravitational-wave signals from binary black hole coalescences observed with network signal-to-noise ratios $\sim 32$ and $\sim 69$, respectively, by the LIGO Hanford--LIGO Livingston--Virgo network. Gravitational-wave signals from coalescing binaries have characteristic phase and amplitude evolution predicted by general relativity. These signal waveforms, together with measured instrumental calibration uncertainties, are used to infer source parameters. However, for sufficiently loud detections it is possible to constrain the calibration of the detectors dir",4,"energie, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05530320,L'intelligence collective de l'humanité face à l'intelligence artificielle. Un défi pour demain,Jacques Fontanel; Natacha Bourova; Veronika Choubaeva,2026,COMM,IIe Conférence scientifique et pratique panrusse à participation internationale,,https://hal.univ-grenoble-alpes.fr/hal-05530320v1,https://hal.univ-grenoble-alpes.fr/hal-05530320/document,Intelligence artificielle GAFAM Emploi finance,"Les technologies numériques se diffusent très rapidement dans la société, malheureusement sans réflexion collective préalable. Pourtant, plusieurs caractéristiques de leur développement, concernant notamment l’intelligence artificielle, ne manquent pas à la fois d’enthousiasmer, mais aussi d’inquiéter. Il est donc nécessaire de faire le point sur les questions essentielles : : - Quel est l’intérêt économique, social et humain de l’application généralisée de l’intelligence artificielle, dans un contexte où les questions relatives à la puissance des firmes et celle des Etats ne manquent pas d’in",4,"carbone, energie",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05279640,L'intelligence artificielle pour optimiser les cycles de croissances en serres intelligentes contrôlés Artificial intelligence for optimizing growth cycles in controlled smart greenhouses,Myriam Larouche-Tremblay; Claudiane Ouellet-Plamondon; Stéphane Godbout,2026,ART,Innovations Agronomiques,10.17180/ciag-2026-vol111-art02,https://hal.inrae.fr/hal-05279640v2,https://hal.inrae.fr/hal-05279640/document,"Urban agriculture, Vertical greenhouses, Self-adjusting sensors, Smart vertical farming, Agrotechnological innovation, Artificial intelligence in agriculture, Innovation agrotechnologique, Capteurs auto-ajustables, Agriculture verticale intelligente, Intelligence artificielle en agriculture, Serres verticales, Agriculture urbaine","L’agriculture verticale, en particulier dans un contexte urbain et technologique, est en pleine expansion. Ce modèle novateur vise à répondre aux enjeux liés à la sécurité alimentaire, à la limitation des ressources et à la demande croissante pour des aliments sains et produits localement. Ce travail de recherche s’intéresse à la contribution des technologies émergentes, notamment les capteurs intelligents et l’intelligence artificielle (IA) ainsi qu’à l’optimisation des systèmes de culture verticale en environnement contrôlé. Dans un premier temps, l’article explore l’intégration des capteurs",4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05528886,Deep learning approaches for dislocation segmentation in TEM,Assya Boughrara; Christine Viala; Laurent Dupuy; Frédéric Mompiou,2026,ART,Ultramicroscopy,10.1016/j.ultramic.2026.114334,https://hal.science/hal-05528886v1,https://hal.science/hal-05528886/document,,"Dislocations are defects of fundamental importance because their dynamics impacts alloys mechanical properties. At the TEM scale, dislocation dynamics analysis requires an important knowledge in image contrast and time consuming measurements. Here, we present several approaches using deep learning that aim at facilitating further analysis by performing dislocation segmentation in a large variety of materials and imaging conditions in TEM. We propose both fully supervised learning (FSL) and semi-supervised learning (SSL) approaches, using an encoder–decoder neural network architecture and a bou",4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05654092,Carbon quantum dots from waste and biomass for water treatment: A review on nanomaterials AI-enhanced synthesis and characterization,Eya Ben Khamsa; Sana Kordoghli; Lydia Fryda; Noujoud Smiti; Féthi Zagrouba; Abdoulaye Kané; Farid Fadhillah; Fekri Abdulraqeb Ali,2026,ART,Journal of Environmental Chemical Engineering,10.1016/j.jece.2026.122899,https://hal.science/hal-05654092v1,,"Artificial intelligence, Design of experiments, Photocatalysis, Water treatment, Biomass and waste valorization, Carbon quantum dots","In the face of escalating global water pollution and the increasing demand for even higher efficiency in water treatment systems, carbon quantum dots (CQDs) have emerged as promising nanomaterials for advanced wastewater remediation. This review provides a comprehensive synthesis of the recent progress in the production of CQDs from biomass and waste-derived precursors, emphasizing their dual role in photocatalysis and adsorption. A particular focus is devoted to the diverse array of natural feedstocks, ranging from agricultural residues and marine by-products to food and cellulose wastes, hig",4,"carbone, eau",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05578587,Toward an Operational GNN-Based Multimesh Surrogate for Fast Flood Forecasting,Valentin Mercier; Serge Gratton; Lapeyre Corentin; Gwenaël Chevallet,2026,UNDEFINED,,,https://hal.science/hal-05578587v1,https://hal.science/hal-05578587/document,"Deep learning, Flood Forcasting, Flood, Graph neural network GNN, Machine learning","Operational flood forecasting still relies on high-fidelity two-dimensional hydraulic solvers, but their runtime can be prohibitive for rapid decision support on large urban floodplains. In parallel, AI-based surrogate models have shown strong potential in several areas of computational physics for accelerating otherwise expensive high-fidelity simulations. We address this issue on the lower T\^et River (France), starting from a production-grade Telemac2D model defined on a high-resolution unstructured finite-element mesh with more than $4\times 10^5$ nodes. From this setup, we build a learnin",4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05613938,MultiRISCCanSein: Protocol for assessing exposures to ionizing radiation and chemicals in relation to breast cancer risk in the E3N-Generations cohort MultiRISCCanSein : Protocole d’évaluation des expositions aux rayonnements ionisants et aux substances chimiques en lien avec le risque de cancer du sein dans la cohorte E3N-Générations,Yue Yu; Elodie Faure; Delphine Praud; Florian Couvidat; Emmanuelle Correia; Thomas Coudon; Thibaud de Filippis; Amandine Gelot,2026,POSTER,The Global Exposome Summit 2026,,https://hal.science/hal-05613938v1,https://hal.science/hal-05613938/document,"Hormonal factors, Life style factors, Chemicals, Ionizing radiation, Multiple exposures, Breast cancer","While ionizing radiation (IR) is an established risk factor for breast cancer and associations between breast cancer and several chemicals have been reported, the potential modification of IR’s effects on breast cancer risk by co-exposure to chemicals remains poorly documented. MultiRISCCanSein aims to quantify breast cancer risk associated with chronic exposure to IR, while accounting for possible modifying effects of chemical exposures, hormonal and behavioral risk factors within the French E3N cohort. MultiRISCCanSein is based on a case-cohort design within the French E3N cohort, including ",4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
cea-05349129,AI-enabled spectral classification of plastic resins from E-waste via laser-induced breakdown spectroscopy for advanced sorting applications,Pallab Das; Qiang Zeng; Jean-Baptiste Sirven; Jong-Min Lee; Jean-Christophe P. Gabriel,2026,ART,"Resources, Conservation and Recycling",10.1016/j.resconrec.2025.108660,https://cea.hal.science/cea-05349129v1,https://cea.hal.science/cea-05349129/document,"Sorting, Plastic, Machine Learning, Laser-Induced Breakdown Spectroscopy LIBS","In the framework of the circular economy (CE), efficient waste segregation is essential for sustainable recycling. Plastic waste from waste electrical and electronic equipment (WEEE) poses challenges due to complex resin structures and the presence of brominated flame retardants (BFRs). This study investigates the use of laserinduced breakdown spectroscopy (LIBS) combined with supervised machine learning (ML) for the classification of various e-waste plastics, including mixed resins and those containing BFRs. Although the primary analysis was conducted using static LIBS data, dynamic tests wer",4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05672317,Combining physics-informed machine learning and heterogeneous transfer learning for hydrodenitrogenation of co-processed feedstocks,Youba Abed; Julien Jacques; Victor Costa; Denis Guillaume; Benoît Celse,2026,UNDEFINED,,,https://hal.science/hal-05672317v2,https://hal.science/hal-05672317/document,"Physics-Informed Machine Learning, Heterogeneous Transfer Learning, Hybrid ODE, Hydrodenitrogenation, Co-processing","Accurately predicting the nitrogen content of co-processed petroleum feedstocks after hydrotreatment is a common challenge in refining, exacerbated by the limited experimental data available for each new feedstock. Transfer learning addresses this scarcity by leveraging knowledge from a related, data-rich source to improve predictions on a data-scarce target. For the source, the hydrodenitrogenation (HDN) of fossil vacuum gas oil (VGO), a rich dataset and an accurate prior governing ordinary differential equation (ODE) are available; for the target, the HDN of co-processed VGO and tyre-pyrolys",4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05626089,Design of a sustainable-resilient closed-loop lime supply chain network under uncertainty,Mahsa Jamali; Reza Tavakkoli-Moghaddam; Keivan Tafakkori; Alexandre Dolgui,2026,ART,Cleaner Logistics and Supply Chain,10.1016/j.clscn.2026.100333,https://hal.science/hal-05626089v1,https://hal.science/hal-05626089/document,"Machine learning, Deep uncertainty, Robust-stochastic optimization, Resilience, Sustainable agriculture, Closed-loop supply chain","This study designs a sustainable closed-loop lime supply chain network under simulated capacity disruptions; managed resiliently with backup suppliers, redundant capacities, and multiple supply sources. A multi-objective, multi-period, and multi-product mathematical model is proposed to minimize costs and carbon dioxide emissions and maximize job opportunities. Using the best among five classifcation models, selected by weighted aggregated sum product assessment, customer groups are labeled to determine the uncertainty intervals of their demand deviations for a robust optimization method. Then",4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05407874,"Assessing Mesoscale Heterogeneities in Hard Carbon Electrodes through FIB-SEM Characterization, Manufacturing and Electrochemical Modeling",Soorya Saravanan; Imelda Cardenas Sierra; Pei Sun; Hari Raj; Daniele Duranti; Mahnoor Nafees; Edoardo Rossi; Marco Sebastiani,2026,ART,Advanced Energy Materials,10.1002/aenm.202506765,https://hal.science/hal-05407874v1,,"Finite element method, Discrete element method, Focused ion beam-scanning electron microscopy, Hard carbon electrode, Sodium-ion battery","Given the recent inclusion of sodium-ion batteries (SIBs) in the energy market, the optimization of their performance becomes a relevant research topic. At the electrode-level, the parameters selected during its manufacturing process influence its microstructure and, consequently, its electrochemical performance. Here, we address different manufacturing conditions of hard carbon (HC) negative electrodes by varying the solid content (35 wt% and 40 wt%) and the calendering degree (uncalendered and 30% calendered). The three-dimensional microstructure of each sample is acquired using focused ion ",4,"carbone, energie, methodo",False,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05710733,"Artificial Intelligence Applications in Climate-Smart Agriculture: A Critical Review of Evidence, Implementation and Responsible Innovation",Sonny Gad Attipoe,2026,ART,Asian Journal of Advances in Agricultural Research,,https://hal.science/hal-05710733v1,,,"Climate-smart agriculture seeks to increase agricultural productivity and livelihoods, strengthen adaptation and resilience, and reduce or remove greenhouse-gas emissions where feasible. Artificial intelligence is increasingly presented as a means of operationalising these aims through prediction, diagnosis, optimisation and automation. Yet the literature is fragmented across agronomy, remote sensing, engineering, computer science and rural social science, and technical accuracy is often treated as a proxy for climate-smart impact. This critical narrative review evaluates how artificial intell",4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05709781,"Assimilation of Satellite‐Based Forest Biomass, Productivity and Leaf Area Index in a Global Land Model Incorporating Parameter Spatial Variations and Age Effects",Rui Ma; Yuan Zhang; Philippe Ciais; Wei Li; Jingfeng Xiao; Yingping Wang; Liyang Liu; Songyan Zhu,2026,ART,Journal of Advances in Modeling Earth Systems,10.1029/2026ms005807,https://hal.science/hal-05709781v1,https://hal.science/hal-05709781/document,,"Disturbances profoundly impact forest capacity for sequestering and storing carbon, and the recovery rates after disturbances vary geographically. Many terrestrial carbon models inadequately simulate the effects of forest disturbances on biomass due to their reliance on equilibrium assumptions, the absence of historical disturbance data, as well as homogeneous vegetation parameters. In this study, we developed a new hybrid machine learning framework to optimize the spatial distribution of the parameters of a process-based model, the integrated biosphere simulator (IBIS), across global forest r",4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05705457,Role of Microbiome Manipulation in Enhancing Ruminant Digestion and Productivity: A Review,Shalu Singh; Yashesh Singh; Jagjiwan Ram; Ashutosh Kumar; Mandeep Singh Azad; M. T. Mahanthesh; Udharwar Sanjaykumar Vithalrao; Anish Kumar Sonwani,2026,ART,Archives of Current Research International,10.9734/acri/2026/v26i82057,https://hal.science/hal-05705457v1,,,"The rumen microbiome is a diverse and dynamic consortium of bacteria, archaea, protozoa, fungi, and viruses that supports feed degradation, nutrient transformation, animal health, and productive performance in ruminants. Advances in microbial ecology, sequencing technologies, and systems biology have created opportunities to manage this microbial ecosystem to improve the efficiency and sustainability of livestock production. This review examines the composition, functions, and ecological interactions of the rumen microbiome, with emphasis on its contribution to fibre digestion, volatile fatty ",4,"carbone, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
