hal_id,titre,auteurs,annee,type_doc,support,doi,url_hal,url_pdf,mots_cles,resume,score,axes,ia,requetes
hal-05691774,"Artificial Intelligence and Sustainable Hospitality: A Structured Narrative Review of Applications, Impacts and Governance Challenges",Vanesyahrani Putri; Heru Suheryadi,2026,ART,South Asian Journal of Social Studies and Economics,,https://hal.science/hal-05691774v1,,,"The hospitality industry sits at an uneasy junction in the global sustainability agenda. It generates substantial environmental and social costs through energy use, water consumption, food waste and labour-intensive operations, yet its economic model depends on continued growth in guest volume and service intensity. Artificial intelligence (AI) has emerged as a technology capable of easing this tension, by optimising resource consumption, forecasting demand, personalising guest experience and reshaping employment structures. This review synthesises published evidence on how AI applications are",7,"acv, carbone, eau, energie, methodo",True,"(""water footprint"" OR ""water consumption"
hal-05685132,Life Cycle Assessment of Pre-training the Lucie 7B Open-Source Large Language Model on the Jean Zay Supercomputer Analyse du cycle de vie du pré-entraînement du modèle de langage open source Lucie 7B sur le supercalculateur Jean Zay,Marc Léobet; Pierre-François Lavallée; Jean-Pierre Lorré,2026,REPORT,,,https://hal.science/hal-05685132v1,https://hal.science/hal-05685132/document,"HPC, Open source, AFNOR SPEC 2314, Frugal AI, Water footprint, Embodied carbon, Pre-training, Large Language Models, Life Cycle Assessment","The environmental impact of training large language models (LLMs) is increasingly scrutinised, yet most published estimates focus on operational energy and disclose little about manufacturing (embodied) emissions, water consumption, or the underlying high performance computing (HPC) infrastructure. We present a life cycle assessment (LCA) of the pre-training of Lucie 7B, an open-source multilingual Foundation Model developed by the OpenLLM-France consortium and trained on the NVIDIA H100 partition of the Jean Zay supercomputer operated by IDRIS (CNRS). The assessment is framed by the AFNOR SPE",7,"acv, carbone, eau, energie, methodo",True,"(""green AI"" OR ""sustainable AI"" OR ""frug | (""life cycle assessment"" OR ""analyse de  | (""water footprint"" OR ""water consumption | (LCA OR ""life cycle"") AND (semiconductor | (training OR inference) AND (GPU OR TPU)"
hal-05594455,A Testbed Framework for Estimating the Environmental Impact of Agentic AI Workflows in HPC,Djoser Simeu; Danilo Carastan-Santos; Laurent Lefèvre; Denis Trystram,2026,UNDEFINED,,,https://hal.science/hal-05594455v1,https://hal.science/hal-05594455/document,"HPC, Agentic AI, Environmental impacts","Agentic AI services heavily rely on High-Performance Computing (HPC) infrastructures and, despite the booming growth of such services and the underlying HPC infrastructure demand, little is known regarding methods to estimate their environmental impacts beyond carbon emissions. This paper proposes a novel methodology that leverages existing Life-Cycle Assessment (LCA) data to estimate the environmental impacts of running agentic AI workflows in HPC infrastructures. We designed our method to facilitate estimating the impacts of design choices where few LCA data is available, a common challenge ",7,"acv, carbone, eau, energie, methodo",True,"(""water footprint"" OR ""water consumption"
hal-05591029,"Mining and raw materials sector: Automated Data Extraction and Contextualization for Life Cycle Inventory (LCI) and Material Flow Analysis (MFA) Across Scientific Articles, Patents and Mining companies Reports Secteur minier et des matières premières : extraction automatisée et contextualisation de données pour les inventaires de cycle de vie (LCI) et l’analyse des flux de matières (MFA) à partir d’articles scientifiques, de brevets et de rapports d’entreprises minières",Charaf Eddine Bejjit; Daniel Monfort; Stéphanie Muller; Frédéric Lai; Antoine Beylot; Diae Hennioui,2026,COMM,EGU General Assembly 2026,10.5194/egusphere-egu26-6501,https://brgm.hal.science/hal-05591029v1,,"Web scraping, Artificial Intelligence AI, Large Language Models LLM, Raw Materials, Material Flow Analysis MFA, Life Cycle Inventory LCI","The assessment of environmental and resource performance of energy transition technologies relies on quantitative information scattered across heterogeneous sources, including scientific articles, patents, and industrial reports, such as ESG (Environmental, Social, and Governance) disclosures. These documents contain key data for Life Cycle Inventory (LCI) and Material Flow Analysis (MFA), such as material and energy intensities, water consumption, mining production volumes, emissions, and technological descriptors. However, this information is predominantly embedded in unstructured PDF docume",7,"acv, carbone, eau, energie, methodo",True,"(""water footprint"" OR ""water consumption"
hal-05680820,Beyond the Energy Efficiency Directive Au-delà de la directive sur l'efficacité énergétique,Théophile Lenoir; Ana Valdivia; Aurélie Bugeau; Anne-Laure Ligozat,2026,OTHER,,,https://hal.science/hal-05680820v1,https://hal.science/hal-05680820/document,,"Over recent years, a wealth of evidence has accumulated documenting the environmental impact of AI. AI systems require vast amounts of energy to train and operate, contribute to CO₂ emissions, demand minerals for infrastructure, consume water for cooling computing hardware, and affect biodiversity through the proliferation of data centers worldwide. However, our understanding of AI’s environmental footprint remains nascent. This is partly because the technology itself is evolving rapidly, and partly because technology companies continue to restrict access to data that could clarify AI’s resour",7,"acv, carbone, eau, energie, methodo",True,"(""environmental impact"" OR ""environmenta | (""green AI"" OR ""sustainable AI"" OR ""frug"
hal-05601113,The Environmental Impacts Of High-Performance Computing: A Systematic Mapping Study,Lucas de Sousa Rosa; Victor P Lima; Danilo Carastan-Santos; Anderson Andrei Da Silva; Marcos Amaris; Raphael Y de Camargo; Alfredo Goldman,2026,UNDEFINED,,,https://hal.science/hal-05601113v2,https://hal.science/hal-05601113/document,"High-Performance Computing, Environmental Impacts, Sustainability, Literature Review, HPC, Systematic Mapping Study","High-performance computing underpins climate modeling, drug discovery, and large-scale artificial intelligence, yet its environmental footprint reaches beyond operational energy to embodied carbon, water consumption, and electronic waste. Knowledge of these impacts remains scattered across fragmented studies, making it hard to see what is well understood and what stays overlooked. This systematic mapping study charted the research landscape on the environmental impacts of high-performance computing to identify dominant themes, recurring methods, and structural gaps. We searched IEEE Xplore, AC",7,"acv, carbone, eau, energie, methodo",True,"(""environmental impact"" OR ""environmenta"
tel-05700606,Optical Wireless Communication for Underwater Data Collection : Channel Modeling and Integration of Artificial Intelligence Communication optique sans fil pour la collecte de données sous-marines : modélisation des canaux et intégration de l'intelligence artificielle,Mohamed Nennouche,2025,THESE,,,https://theses.hal.science/tel-05700606v1,https://theses.hal.science/tel-05700606/document,"Generative AI, Channel modeling, Telecommunication, Artificial intelligence, Underwater wireless optical communications, IA générative, Modélisation du canal de transmission, Télécommunications, Intelligence artificielle, Communications optiques sous-Marines","The emergence of the Internet of Underwater Things, as well as the growing interest in the monitoring of aquatic ecosystems, has reinforced the need for efficient underwater communication systems. In this context, wireless optical communications offer many advantages: potentially high transmission rates, low latency, good energy efficiency, and reduced environmental impact. However, these systems must face several challenges related to the underwater environment, such as light absorption and scattering, pointing errors, and oceanic turbulence. These constraints require the implementation of in",7,"acv, carbone, eau, energie, methodo",True,"(""empreinte carbone"" OR ""impact environn"
hal-05031543,Evaluating Machine Learning Performance Using Python for Neural Network Models in Urban Transportation in New York City Case Study Bewertung der Leistung Maschinellen Lernens unter Verwendung von Python für Neuronale Netzwerkmodelle im städtischen Verkehr: Fallstudie New York City. Evaluación del Rendimiento del Aprendizaje Automático mediante Python para Modelos de Redes Neuronales en el Transporte Urbano: Estudio de Caso en la Ciudad de Nueva York. Évaluation de la Performance de l'Apprentissage Automatique à l'aide de Python pour les Modèles de Réseaux Neuronaux dans le Transport Urbain : Étude de Cas à New York. Valutazione delle Prestazioni dell'Apprendimento Automatico tramite Python per Modelli di Reti Neurali nel Trasporto Urbano: Studio di Caso a New York City.,Mohsen Mohammadagha; Saeed Asadi; Hajar Kazemi Naeini,2025,UNDEFINED,,,https://hal.science/hal-05031543v1,https://hal.science/hal-05031543/document,"Machine Learning, Neural Networks, Python Programming, New York City Case Study, Taxi Trip Duration, Urban Transportation","This study evaluates machine learning methods, focusing on neural networks, to address the XOR classification problem and taxi trip duration prediction in New York City. Addressing the need for robust predictive models, the research developed a custom neural network library with features like forward and backward propagation, Sigmoid and Tanh activation functions, and binary cross-entropy and mean squared error loss functions. The XOR model achieved a significant reduction in loss from 0.7389 to 0.0154 over 10,000 epochs, with predictions closely approximating expected outputs. For the taxi tr",7,"acv, carbone, eau, energie, methodo",True,"(""empreinte carbone"" OR ""impact environn"
hal-05558018,How greener documentation saves energy and reduces e-waste Vers une documentation plus verte – Réduire les déchets électroniques grâce à un contenu allégé,Nolwenn Kerzreho,2025,ART,TCWorld -  Magazine for International Information Management,,https://hal.science/hal-05558018v1,,"AI, Technical communication, Digital sustainability, Content minimalism, Green documentation, E‑waste reduction, Durabilité numérique, IA, Communication technique, Minimalisme de contenu, Documentation verte, Réduction des déchets électroniques","Digital content creation and delivery increasingly rely on cloud infrastructures whose environmental impact is driven by energy consumption, water usage, and the rapid growth of electronic waste. This paper explores how technical communication practices can significantly contribute to reducing e‑waste and lowering the carbon footprint of documentation. Drawing on research about data center waste, global data proliferation, and user‑experience methodologies, it outlines four key levers for greener content: content weight, content definition and resolution, storage and content management, and pr",7,"acv, carbone, eau, energie, methodo",True,"(""carbon footprint"" OR ""carbon intensity"
hal-05369317,LAD-BNet: Réseaux à Double Branche Conscients des Lags pour la Prévision Énergétique Temps Réel sur Dispositifs Edge LAD-BNet: Lag-Aware Dual-Branch Networks for Real-Time Energy Forecasting on Edge Devices,Jean-Philippe Lignier,2025,UNDEFINED,,,https://hal.science/hal-05369317v1,https://hal.science/hal-05369317/document,"Réseaux de neurones, Réseaux convolutifs temporels TCN, Deep learning, Internet des Objets IoT, Smart grid, Edge AI, Bâtiments intelligents, Apprentissage automatique, Edge computing green scheduling carbon cost, Prévision énergétique","La prévision énergétique temps réel sur dispositifs représente un défi majeur pour l'optimisation des réseaux intelligents et des bâtiments connectés. Nous présentons LAD-BNet (Lag-Aware Dual-Branch Network), une architecture neuronale innovante optimisée pour l'inférence avec Google Coral TPU. Notre approche hybride combine une branche dédiée à l'exploitation explicite des temporels avec un Réseau Convolutif Temporel (TCN) à convolutions dilatées, permettant la capture simultanée des dépendances à court et long terme. Testé sur des données réelles de consommation énergétique avec une résoluti",7,"acv, carbone, eau, energie, methodo",True,(training OR inference) AND (GPU OR TPU)
tel-04861137,Joint offloading-scheduling policies for future generation wireless networks Politiques conjointes de report de calcul et d'ordonnancement pour les réseaux sans fil de nouvelles générations,Ibrahim Djemai,2024,THESE,,10.70675/69ec5992z792ez42bbz804cz4e953edbb5a8,https://theses.hal.science/tel-04861137v1,https://theses.hal.science/tel-04861137/document,"Non-Orthogonal Multiple Access, Deep Reinforcement Learning, Resource Allocation, Edge Computation Offloading, Future Cellular and IoT Networks, Energy Harvesting, Edge Computing, Récupération d'énergie, Apprentissage par renforcement, Accès multiple non-Orthogonal, Allocation de ressources, Déchargement de calcul","The challenges posed by the increasing number of connected devices, high energy consumption, and environmental impact in today's and future wireless networks are gaining more attention. New technologies like Mobile Edge Computing (MEC) have emerged to bring cloud services closer to the devices and address their computation limitations. Enabling these devices and the network nodes with Energy Harvesting (EH) capabilities is also promising to allow for consuming energy from sustainable and environmentally friendly sources. In addition, Non-Orthogonal Multiple Access (NOMA) is a pivotal technique",7,"acv, carbone, eau, energie, methodo",True,"(""empreinte carbone"" OR ""impact environn"
hal-04510171,Promouvoir des modèles d’intelligence artificielle frugale pour et par les politiques publiques,Maxime Amisse; Mélissa Faur; Lucie Gonard; André Orcesi,2024,REPORT,,,https://hal.science/hal-04510171v1,https://hal.science/hal-04510171/document,"Frugality, AI, Ethics, Frugal AI, Environmental impact, IA, Data, Optimisation, Éthique, Données, Optimisation, Frugalité","Le développement de l’intelligence artificielle (IA) est une priorité pour la France qui a instauré une stratégie nationale pour l’IA depuis 2018. Ce développement correspond à divers enjeux sur le plan de la recherche, de l’économie, de la modernisation de l’action publique, de la régulation et de l’éthique. Le contexte de la transition écologique et de la transition énergétique nous interroge sur nos usages, sur la consommation des ressources et de manière globale sur l’impact environnemental de nos activités dans différents domaines, dont l’IA. Le domaine de l’IA s’est notamment développé c",7,"acv, carbone, eau, energie, methodo",True,"(""empreinte carbone"" OR ""impact environn"
tel-04874694,L'empreinte environnementale complète d'un usage numérique : contribution à l'analyse de cycle de vie de services numériques The complete environmental footprint of digital usage : a contribution to life-cycle analysis of digital services,Adrien Berthelot,2024,THESE,,10.70675/588a337ez33c3z4ab6z9354z0d717f1bc868,https://theses.hal.science/tel-04874694v1,https://theses.hal.science/tel-04874694/document,"Digital services, Green IT, Artificial intelligence, Methodology, Sustainability, Life Cycle Assessment, Services numériques, Green IT, Intelligence Artificielle, Méthodologie, Soutenabilité, Analyse de cycle de vie","Dans un contexte de prise en compte des enjeux environnementaux, la réduction des impacts environnementaux du numérique s’est imposée comme une question de recherche en informatique. Cependant, une telle démarche nécessite rapidement une connaissance plus exhaustive de l’empreinte du numérique que la consommation d’électricité d'un serveur ou d'un ordinateur. Déjà présente dans d’autres industries, l’analyse de cycle de vie (ACV), semble être l’outil adéquat pour mieux connaître, contrôler et, in fine, réduire, l’empreinte environnementale du numérique. Cette thèse étudiera l'empreinte en ques",7,"acv, carbone, eau, energie, methodo",True,"(""life cycle assessment"" OR ""analyse de "
tel-03990483,AI models for digital signal processing in future 6G-IoT networks Modèles IA pour le traitement des signaux numériques dans les futurs réseaux 6G-IoT,Guillaume Larue,2023,THESE,,10.70675/b70858e5z6800z430dza632z33528def55bb,https://theses.hal.science/tel-03990483v1,https://theses.hal.science/tel-03990483/document,"Machine learning, Neural networks, Channel coding, Physical layer, IoT Internet of things, 6G, Apprentissage machine, Réseaux de neurones, Codage de canal, Couche physique, IoT Internet des objets, 6G","Wireless technologies are of paramount importance to today's societies and future 6th generation communication networks are expected to address many societal and technological challenges. While communications infrastructures have a growing environmental impact that needs to be reduced, digital technologies also have a role to play in reducing the impact of all sectors of the economy. To this end, the future networks will not only have to enable more efficient information transfer, but also meet the growing need for data exchange capacity. This is particularly the role of the Internet of Things",7,"acv, carbone, eau, energie, methodo",True,"(""empreinte carbone"" OR ""impact environn"
hal-04371031,Recommandations pour une action publique en faveur d'une IA générative respectueuse de l'environnement Recommendations for public action towards sustainable generative AI systems,Thomas Le Goff,2023,UNDEFINED,,,https://hal.science/hal-04371031v2,https://hal.science/hal-04371031/document,Intelligence artificielle  intelligence artificielle générative  environnement,"La prise de conscience croissante de l'impact environnemental des technologies numériques a donné lieu à plusieurs initiatives isolées visant à promouvoir des pratiques durables. Cependant, malgré ces efforts, l'empreinte environnementale de l'IA générative, notamment en termes d'émissions de gaz à effet de serre et de consommation d'eau, reste considérable. La présente contribution aborde d’abord les composantes de cette empreinte environnementale, mettant en évidence les émissions massives de CO2 et la consommation d'eau associées à l'entraînement des grands modèles de langage, soulignant ai",7,"acv, carbone, eau, energie, methodo",True,"(""empreinte carbone"" OR ""impact environn | (""water footprint"" OR ""water consumption"
hal-05602832,International Workshop of Services and Industry of the Future (2nd edition Magazine),Ihsen Alouani; Crystal Dubois; Maryam Gallab; Mohamed Assellaou; Badr Ben Hichou; Ymane Belahsen; Baaddi Mohammed; Mohammed Bouzoui,2026,PROCEEDINGS,IWSIF,,https://hal.science/hal-05602832v1,https://hal.science/hal-05602832/document,"Industry 40, Water Leak Detection, Thermal Imaging, Multispectral Sensors, Artificail Intelligence, Industry X0, Smart Cities, Human-Centric AI, Hybrid AI Systems, Large Language Models LLMs, Explainable Artificial Intelligence XAI, Urban Sustainability","Imagine a world where industries work hand-in-hand with academics, where technology doesn't overshadow people but lifts them up where progress means fairness as much as it means speed. Welcome to IWSIF Magazine, a space where we share bold ideas and real-world solutions shaping tomorrow's services and industries. This magazine starts with a simple truth: fixing tomorrow's challenges won't happen with one big idea. It takes a mix of sustainability, ethics, and innovation. Inside, you'll see how cutting carbon starts with companies taking responsibility, how data engineering builds smarter citie",6,"carbone, eau, energie, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05563879,Advancements in Irrigation Technologies and Water Management Strategies for Sustainable Agriculture: A Comprehensive Review,Ram Gopal; P Ashoka; Lalita Kumar Mohanty; Soumya Prakash Bhoi; Sandeep Rout; Sagar Kashinath Khokale.; Mayank Kumar; Narinder Panotra,2026,ART,Archives of Current Research International,,https://hal.science/hal-05563879v1,,,"Sustainable agriculture faces escalating pressures from climate change, population growth, and finite natural resources, with the sector currently accounting for approximately 70% of global freshwater withdrawals. The present review examines the critical shift from the traditional, gravity-fed irrigation methods—such as flooding and furrow systems—which are often subjected to excessive evaporation and runoff losses, in addition to non-uniform water distribution. These conventional practices not only deplete vital water reserves but also demand high energy inputs and contribute significantly to",6,"carbone, eau, energie, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05570718,Technological Pathways to Low-Carbon Supply Chains Voies technologiques vers des chaînes d’approvisionnement à faible émission de carbone : évaluation de l’impact de la décarbonation de l’intelligence artificielle et de la robotique,Mariem Mrad; Mohamed Amine Frikha; Younes Boujelbene; Mohieddine Rahmouni,2026,ART,Logistics,10.3390/logistics10020031,https://hal.science/hal-05570718v1,,,"Background: Achieving deep decarbonization in global supply chains is essential for advancing net-zero objectives; however, the integrative role of artificial intelligence (AI) and robotics in this transition remains insufficiently explored. This study examines how these technologies support carbon-emission reduction across supply chain operations. Methods: A curated corpus of 83 Scopus-indexed peer-reviewed articles published between 2013 and 2025 is analyzed and organized into six domains covering supply chain and logistics, warehousing operations, AI methodologies, robotic systems, emission",6,"acv, carbone, energie, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05643961,Assessing the Energy and Carbon Emissions of Neural Speaker Verification Model in Training and Inference,Hugo Leguillier; Driss Matrouf; Guillaume Lechien; Mickaël Rouvier,2026,COMM,Odyssey 2026 –The Speaker and Language Recognition Workshop,,https://hal.science/hal-05643961v1,https://hal.science/hal-05643961/document,"Carbon emission, Energy consumptiom, Speaker verification","Deep-learning speaker verification (SV) increasingly relies on deep neural network backbones, whose environmental impact remains largely undocumented. In this paper, we conduct an evaluation of ResNet architectures trained on VoxCeleb2, varying depth, channel width, and stage distribution, and measure energy consumption and carbon footprint using node-level sensors. Results show a clear point of diminishing returns: deeper or wider models bring only marginal accuracy gains while energy consumption grows steeply. In contrast, mid-sized networks such as ResNet-50 and stage-concentrated variants ",6,"acv, carbone, energie, methodo",True,"(""energy consumption"" OR ""consommation é | (carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05651665,How Hyper-Datafication Impacts the Sustainability Costs in Frontier AI,Sophia N Wilson; Sebastian Mair; Mophat Okinyi; Erik B Dam; Janin Koch; Raghavendra Selvan,2026,COMM,"FAccT 2026 - ACM Conference on Fairness, Accountability, and Transparency",10.1145/3805689.3812393,https://inria.hal.science/hal-05651665v1,https://inria.hal.science/hal-05651665/document,"Data labour, Carbon footprint, Social impact, Artificial intelligence, Data, Sustainability","Large-scale data has fuelled the success of frontier artificial intelligence (AI) models over the past decade. This expansion has relied on sustained efforts by large technology corporations to aggregate and curate internet-scale datasets. In this work, we examine the environmental, social, and economic costs of large-scale data in AI through a sustainability lens. We argue that the field is shifting from building models from data to actively creating data for building models. We characterise this transition as hyper-datafication, which marks a critical juncture for the future of frontier AI a",6,"acv, carbone, energie, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05616892,Pseudo Affine-Invariant Riemannian Metrics for Efficient Brain-Computer Interfaces,Marco Congedo,2026,REPORT,,,https://hal.science/hal-05616892v1,https://hal.science/hal-05616892/document,"Affine-Invariant Metric, Brain-Computer Interface, Machine Learning, Riemannian Geometry","Objective: The Riemannian geometry of symmetric positive definite (SPD) matrices endowed with the affine-invariant (AI) metric represents the current state of the art for the classification of brain-computer interface (BCI) data based on electroencephalography. However, its computational complexity grows cubically with the size of the input matrices. A novel approach is presented to reduce this computational load while preserving classification performance using the minimum distance to mean (MDM) classifier. Methods: A form of data preconditioning is proposed, mutating the Euclidean metric int",6,"acv, carbone, energie, methodo",True,"(carbon OR CO2 OR ""greenhouse gas"" OR ca"
hal-05612440,From Precision to Planetary Health: the Carbon Cost of AI in Multimodality Cardiovascular Imaging,Théo Pezel; Alexandre Unger; Julien Hudelo; Sofiane Sifaoui; Aicha Kante; Camille Gersdorff; Trecy Gonçalves; Solenn Toupin,2026,ART,European heart journal. Imaging methods and practice,10.1093/ehjimp/qyag078,https://u-picardie.hal.science/hal-05612440v1,,,"Artificial intelligence is becoming a defining component of multimodality cardiovascular imaging, with applications spanning acquisition, reconstruction, post processing, quantification, reporting, and clinical decision support. Yet the environmental cost of this transformation remains largely absent from scientific reporting. This editorial argues that, in a health sector already under pressure to decarbonise, the ecological footprint of artificial intelligence can no longer be considered negligible. Cardiovascular imaging is intrinsically energy intensive, and artificial intelligence may add",6,"acv, carbone, energie, methodo",True,"(""energy consumption"" OR ""consommation é | (training OR inference) AND (GPU OR TPU)"
hal-05499684,Spiking transformer with learnable threshold mechanism for underwater image dehazing to aid vision-based navigation,Vidya Sudevan; Rizwana Kausar; Sajid Javed; Hamad Karki; Giulia de Masi; Jorge Dias,2026,ART,Neuromorphic Computing and Engineering,10.1088/2634-4386/ae41e1,https://hal.science/hal-05499684v1,,"Spatio-temporal features, Spiking neural network, Spiking transformers, Underwater image dehazing, Lightweight models, Image formation model","In this paper, we introduce snnTrans-DHZ, a lightweight spiking transformer architecture that incorporates a learnable threshold membrane potential mechanism for underwater image dehazing. Despite its compact design with 0.57 M parameters, the method substantially improves underwater image clarity and visibility. Leveraging the temporal dynamics of SNNs, snnTrans-DHZ efficiently processes time-dependent raw image sequences while maintaining low power consumption. The raw underwater images are first converted into time-dependent image sequences by repeatedly passing the static image to a user-d",6,"carbone, eau, energie, methodo",True,"(""energy consumption"" OR ""consommation é"
hal-05700258,StrokeSeg2: Stroke Lesion Segmentation in Clinical Research Workflows,Youwan Mahé; Axel Plessis; Stéphanie Leplaideur; Elise Bannier; Florent Leray; Francesca Galassi,2026,COMM,Efficient Medical AI (EMA4MICCAI) Workshop 2026,,https://hal.science/hal-05700258v1,https://hal.science/hal-05700258/document,"Software engineering, Quantisation, Distillation, Clinical deployment, ONNX Runtime, NnU-Net, Stroke lesion segmentation","Deep learning frameworks like nnU-Net achieve state-of-theart brain lesion segmentation performance but remain difficult to deploy in clinical research environments due to, among other reasons, software dependencies and computational requirements. We introduce StrokeSeg2, a lightweight, modular, cross-platform C++/Qt framework designed to adapt resource-intensive 3D stroke segmentation pipelines into portable and reproducible applications. To improve compatibility with standard clinical workstations, we investigate the combined effect of architectural compression through knowledge distillation",6,"acv, carbone, energie, methodo",True,"(""energy consumption"" OR ""consommation é | (training OR inference) AND (GPU OR TPU)"
tel-05657256,Augmenting Low-Power Wireless Network Management through Embedded Artificial Intelligence Améliorer les performances d'un réseau sans fil basse consommation à l'aide d'intelligence embarquée,Martina María Balbi Antunes,2026,THESE,,,https://theses.hal.science/tel-05657256v1,https://theses.hal.science/tel-05657256/document,"Low power, Embedded artificial intelligence, Wireless network, Basse consommation, Intelligence embarquée, Réseau sans fil","IEEE 802.15.4 Time-Synchronized Channel Hopping (TSCH) provides reliable and energy-efficient communication in low-power wireless systems. While its structured operation supports predictable performance in many deployments, emerging scenarios such as mobile and interference-prone robot swarms challenge established TSCH management approaches. Rapidly varying link conditions and fast topology changes coincide with recent advances in ultra-low power artificial intelligence (AI) hardware that enable embedded neural inference. This convergence motivates the central question addressed in this thesis",6,"carbone, eau, energie, methodo",True,"(""energy consumption"" OR ""consommation é"
hal-05582902,Optimizing Deep Neural Networks via Knowledge Distillation for Efficient and Sustainable Medical Image Classification,Félix Armando Mejia-Cajicá; Carlos Jaime Barrios Hernández; Michel Riveill; John Anderson García Henao,2026,ART,Revista UIS Ingenierías,10.18273/revuin.v25n1-2026005,https://inria.hal.science/hal-05582902v1,https://inria.hal.science/hal-05582902/document,"Neural network architectures, Teacher model Resumen, Student model, Knowledge distillation, Inference, Energy efficiency, Edge devices, Deep learning, Computational resources, Carbon footprint","Deep learning has revolutionized computational medicine, yet its deployment remains limited by high demands for computational resources, memory, and energy. The growing complexity of AI models with hundreds of millions of parameters that depend on high-performance GPU clusters, hinders their implementation in resource-constrained environments where latency and data privacy are critical. This study aims to develop and validate a methodology that optimizes and compresses deep neural networks without compromising predictive performance, enabling their efficient and sustainable deployment on porta",6,"acv, carbone, energie, methodo",True,"(""energy consumption"" OR ""consommation é | (training OR inference) AND (GPU OR TPU)"
hal-05632185,Les ressources pour enseigner le numérique responsable en IUT,Adélaïde Albouy-Kissi,2026,COUV,,,https://hal.science/hal-05632185v1,,"Numérique, Ressources pédagogiques, IUT","La révolution numérique a contribué à l’émergence de nouveaux métiers et marchés. Elle s’est accompagnée d’une amélioration de l’accès et du partage du savoir et de l’information. Néanmoins, elle n’est pas sans conséquence sur l’environnement. L’impact environnemental du numérique est souvent oublié, mais il reste indéniable. D’une manière générale, l’empreinte carbone du secteur numérique représente actuellement 2,5 % des émissions de gaz à effet de serre (GES), soit autant que le transport aérien, et devrait augmenter pour atteindre 6,7 % à l’horizon 2040. Elle est principalement due à la pr",6,"acv, carbone, eau, energie",True,"(""empreinte carbone"" OR ""impact environn"
meteo-05547073,Energy and carbon footprint considerations for data-driven weather forecasting models Considération énergétiques et empreinte carbone des modèles de prévisions du temps par intelligence artificielle,Thomas Rieutord; Clément Mignon; Ewa Mcaufield; Emily Gleeson,2026,ART,Weather,10.1002/wea.70035,https://meteofrance.hal.science/meteo-05547073v3,https://meteofrance.hal.science/meteo-05547073/document,"Carbon footprint, Numerical weather prediction, Artificial intelligence","Abstract Data‐driven models for weather forecasting display impressive computational speed‐up. However, these gains do not include the training phase of the models. This study gathers information from the literature about training and inference to estimate their energy and carbon footprints. Despite being considerably more costly than a physics‐based forecast, the training is rapidly compensated by the savings made during inferences. For a use‐case corresponding to a one‐year usage, data‐driven models are estimated to consume 21 to 1273 times less energy than the physics‐based model. Consequen",6,"acv, carbone, energie, methodo",True,"(""empreinte carbone"" OR ""impact environn"
hal-05667182,More than carbon: cradle-to-grave environmental impacts of GenAI training on the Nvidia A100 GPU,Sophia Falk; David Ekchajzer; Thibault Pirson; Etienne Lees-Perasso; Augustin Wattiez; Lisa Biber-Freudenberger; Sasha Luccioni; Aimee van Wynsberghe,2026,ART,Environmental Impact Assessment Review,10.1016/j.eiar.2026.108525,https://hal.science/hal-05667182v1,,"Cradle-to-grave, Environmental impact, Sustainable AI, NVIDIA A100, LCA, Life cycle assessment, Artificial intelligence","The rapid expansion of AI has intensified concerns about its environmental sustainability. Current assessments focus on operational carbon emissions using secondary data, overlooking impacts in other life cycle stages. This study presents a comprehensive, multi-criteria life cycle assessment of AI training, building on an innovative life cycle inventory methodology for electronic products that combines physical teardown and multi-element composition analysis. Results for GPT-4 training show the use phase dominates 10 categories, contributing 96% to climate change and fossil fuel depletion. Man",6,"acv, carbone, eau, methodo",True,"(""green AI"" OR ""sustainable AI"" OR ""frug | (""life cycle assessment"" OR ""analyse de "
hal-05598207,Green Energy Driven Integrated Smart Grid and Wireless Networks,Li-Chun Wang; Swades De; Ashutosh Balakrishnan,2026,OUV,,10.1007/978-3-032-20509-4,https://hal.science/hal-05598207v1,,"Energy prosumer, Networked energy systems, Energy sustainability, Green communications, Renewable energy, Energy balancing, Operational expenditure, Capital expenditure, Energy producer Operator revenue, Load balancing, Net zero carbon footprint, Joint load and energy balancing","Green energy and next-generation wireless systems are no longer independent domains, rather they are rapidly converging to redefine the future of sustainable connectivity. This book presents a forward looking study outlining the design of green energy driven, integrated smart grid and wireless networks. It reimagines the integration of renewable energy with the traditional power grid, by enabling each grid user to not only consume grid energy but to also be a potential energy source, thereby revising the conventional idea of power grids. A grid networked system of such distributed ambient powe",6,"acv, carbone, energie, methodo",True,"(""green AI"" OR ""sustainable AI"" OR ""frug"
